subject,condition,l_length,pres_rate,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_36,sp_37,sp_38,sp_39,sp_40
A10HW8JXM17XLD,10-2,10.0,2000.0,0.45833333333333337,0.4166666666666667,0.5833333333333334,0.3541666666666667,0.5208333333333334,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.7916666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A12K1ADYMRSWMJ,10-2,10.0,2000.0,0.5625,0.6666666666666666,0.6458333333333334,0.6666666666666666,0.7083333333333334,0.625,0.625,0.5833333333333334,0.5833333333333333,0.6458333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14E4ISXVJVY6F,10-2,10.0,2000.0,0.875,0.7708333333333334,0.8541666666666666,0.875,0.8333333333333333,0.9166666666666666,0.8958333333333334,0.875,0.8333333333333333,0.7708333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A169XTOCOMO1MV,10-2,10.0,2000.0,0.47916666666666663,0.5208333333333334,0.3958333333333333,0.5208333333333334,0.4791666666666667,0.375,0.4166666666666667,0.5,0.4791666666666667,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18NXRDHQ0ZSOY,10-2,10.0,2000.0,0.5208333333333334,0.5625,0.5416666666666666,0.6458333333333334,0.4791666666666667,0.6666666666666666,0.5625,0.41666666666666663,0.625,0.6041666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1969Q0R4Y0E3J,10-2,10.0,2000.0,0.4375,0.375,0.5833333333333334,0.45833333333333337,0.5625,0.5625,0.625,0.5625,0.8333333333333333,0.7916666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1AKL5YH9NLD2V,10-2,10.0,2000.0,0.7708333333333334,0.6875,0.8125,0.8541666666666666,0.7916666666666667,0.9166666666666666,0.9375,0.9166666666666667,0.8125,0.9583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1ARWNTZHGFG8Y,10-2,10.0,2000.0,0.5625,0.33333333333333337,0.4583333333333333,0.5208333333333334,0.35416666666666663,0.4583333333333333,0.45833333333333337,0.3958333333333333,0.4791666666666667,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1F0R1MSPTXHHV,10-2,10.0,2000.0,0.1875,0.35416666666666663,0.41666666666666663,0.29166666666666663,0.29166666666666663,0.33333333333333337,0.3333333333333333,0.20833333333333334,0.3958333333333333,0.20833333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1GRPIBHW72HDU,10-2,10.0,2000.0,0.8541666666666666,0.5833333333333333,0.6041666666666666,0.4791666666666667,0.625,0.5208333333333334,0.6875,0.8541666666666667,0.9583333333333333,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1I9RLJQ0BYN21,10-2,10.0,2000.0,0.5,0.625,0.625,0.45833333333333337,0.41666666666666663,0.375,0.41666666666666663,0.5416666666666666,0.45833333333333337,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1NG504QI5LI62,10-2,10.0,2000.0,0.7083333333333334,0.6041666666666666,0.6875,0.6875,0.7291666666666666,0.6041666666666667,0.75,0.6666666666666667,0.7083333333333334,0.7708333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1NQ2A0UDW719R,10-2,10.0,2000.0,0.3125,0.3333333333333333,0.2708333333333333,0.3541666666666667,0.3125,0.25,0.2708333333333333,0.3958333333333333,0.4583333333333333,0.41666666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1P00XZZG7EEEM,10-2,10.0,2000.0,0.375,0.3333333333333333,0.45833333333333337,0.3333333333333333,0.45833333333333337,0.25,0.3333333333333333,0.375,0.5416666666666667,0.29166666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1RFDB2WUV7QRO,10-2,10.0,2000.0,0.5833333333333334,0.5416666666666667,0.375,0.375,0.41666666666666663,0.375,0.375,0.5833333333333333,0.5833333333333333,0.7083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1V2H0UF94ATWY,10-2,10.0,2000.0,0.4375,0.4166666666666667,0.3541666666666667,0.4583333333333333,0.5208333333333334,0.5833333333333333,0.6458333333333334,0.8541666666666667,0.875,0.9583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1W7T8V97ZPUH0,10-2,10.0,2000.0,0.47916666666666663,0.5625,0.625,0.5208333333333334,0.625,0.5,0.6458333333333333,0.5208333333333334,0.5625,0.5208333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1WJIRT360P5VB,10-2,10.0,2000.0,0.5,0.45833333333333337,0.47916666666666663,0.4583333333333333,0.5208333333333334,0.5625,0.9166666666666666,0.9166666666666666,0.9791666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1WPGNK8Y65BV3,10-2,10.0,2000.0,0.8125,0.5833333333333333,0.5416666666666666,0.45833333333333337,0.3958333333333333,0.3333333333333333,0.4583333333333333,0.5208333333333333,0.6458333333333334,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1XMGLCK09Z0DW,10-2,10.0,2000.0,0.7083333333333333,0.7083333333333334,0.8125,0.7291666666666666,0.6041666666666667,0.7708333333333334,0.7083333333333333,0.7708333333333334,0.6875,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1YA2FCN3KEK36,10-2,10.0,2000.0,0.7291666666666667,0.4791666666666667,0.6041666666666667,0.5208333333333333,0.5833333333333334,0.625,0.625,0.6458333333333334,0.5625,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A20GD3EBBTBYY2,10-2,10.0,2000.0,0.6666666666666667,0.5208333333333334,0.5625,0.625,0.625,0.45833333333333337,0.5625,0.625,0.5416666666666666,0.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A24BRTWG07T53Z,10-2,10.0,2000.0,0.7708333333333334,0.5625,0.3333333333333333,0.3125,0.29166666666666663,0.22916666666666666,0.39583333333333337,0.41666666666666663,0.6875,0.8958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27QXQ22F9ODSP,10-2,10.0,2000.0,0.5625,0.6458333333333334,0.5208333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6666666666666667,0.5833333333333334,0.5833333333333334,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27T2Z568L69U1,10-2,10.0,2000.0,0.6666666666666667,0.625,0.5625,0.5208333333333334,0.6041666666666666,0.5833333333333334,0.75,0.6666666666666667,0.6875,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A282UM3NAIM0YO,10-2,10.0,2000.0,0.5416666666666667,0.6041666666666667,0.5416666666666666,0.5208333333333334,0.6041666666666666,0.6666666666666667,0.5625,0.7291666666666666,0.4375,0.6458333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2BREH6STESM0G,10-2,10.0,2000.0,0.3958333333333333,0.33333333333333337,0.4375,0.22916666666666666,0.45833333333333337,0.35416666666666663,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2FLBMZ38IZ2SQ,10-2,10.0,2000.0,0.6875,0.8125,0.7708333333333334,0.7916666666666666,0.6875,0.6458333333333334,0.75,0.625,0.7916666666666666,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2FM1N5AOMVTGL,10-2,10.0,2000.0,0.5,0.625,0.5416666666666667,0.6458333333333334,0.6458333333333334,0.41666666666666663,0.5833333333333334,0.45833333333333337,0.5833333333333333,0.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2FYFCD16Z3PCC,10-2,10.0,2000.0,0.9166666666666666,0.8958333333333333,0.8125,0.8541666666666667,0.8958333333333333,0.8958333333333334,0.8333333333333333,0.8333333333333333,0.9375,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2H8PEGI28NKZD,10-2,10.0,2000.0,0.6666666666666666,0.625,0.5416666666666667,0.5416666666666667,0.35416666666666663,0.3333333333333333,0.5833333333333334,0.5833333333333333,0.8125,0.8958333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2I6ZALE49CVSC,10-2,10.0,2000.0,0.9583333333333333,0.9375,0.875,0.75,0.2708333333333333,0.10416666666666666,0.08333333333333333,0.20833333333333331,0.3125,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2KPEUCEE2M05G,10-2,10.0,2000.0,1.0,0.625,0.4583333333333333,0.375,0.375,0.29166666666666663,0.45833333333333337,0.6666666666666667,0.5833333333333334,0.9583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2LJ1FRUYGW469,10-2,10.0,2000.0,0.6875,0.7083333333333334,0.75,0.7916666666666666,0.7291666666666666,0.7083333333333333,0.6041666666666667,0.75,0.6666666666666667,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2M183CETUMR96,10-2,10.0,2000.0,0.7083333333333334,0.5833333333333334,0.6458333333333333,0.6041666666666667,0.625,0.5416666666666666,0.8541666666666667,0.7916666666666666,0.9583333333333333,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2MUOD1JHWJ735,10-2,10.0,2000.0,0.9791666666666666,0.9166666666666667,0.7916666666666667,0.7083333333333333,0.6666666666666666,0.8125,0.8541666666666666,0.7916666666666666,0.7916666666666666,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2NXMRPHG86N2T,10-2,10.0,2000.0,0.7708333333333333,0.5625,0.6041666666666666,0.5625,0.4791666666666667,0.47916666666666663,0.625,0.7708333333333334,0.875,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2PQDK3MLDFXYM,10-2,10.0,2000.0,0.75,0.6458333333333333,0.6875,0.5625,0.6666666666666667,0.7083333333333334,0.8541666666666667,0.875,0.9375,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2QRJKXTK4JDD8,10-2,10.0,2000.0,0.6041666666666667,0.47916666666666663,0.5833333333333334,0.5625,0.5,0.5833333333333334,0.6666666666666667,0.5416666666666666,0.5833333333333334,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2R970Q1Q2A6DJ,10-2,10.0,2000.0,0.47916666666666663,0.375,0.3125,0.3541666666666667,0.2916666666666667,0.4791666666666667,0.3333333333333333,0.3958333333333333,0.3125,0.3958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2VIKZ73Y5ABHM,10-2,10.0,2000.0,0.8125,0.7708333333333334,0.7916666666666667,0.7708333333333333,0.75,0.9166666666666666,0.8541666666666666,0.7708333333333334,0.75,0.7708333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2WYZLG8J526TQ,10-2,10.0,2000.0,0.5833333333333333,0.5833333333333333,0.875,0.6666666666666666,0.7083333333333333,0.5,0.7916666666666666,0.5833333333333334,0.6666666666666667,0.7916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A33X52IN60MSOE,10-2,10.0,2000.0,0.7083333333333333,0.5833333333333334,0.25,0.2916666666666667,0.29166666666666663,0.375,0.5833333333333333,0.5833333333333334,0.7916666666666667,0.9166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A348NEQKS6VNIB,10-2,10.0,2000.0,0.7916666666666666,0.8333333333333334,0.625,0.5833333333333334,0.4375,0.4375,0.3125,0.5625,0.6458333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A349BBTU7L597J,10-2,10.0,2000.0,0.22916666666666666,0.3958333333333333,0.1875,0.2708333333333333,0.2708333333333333,0.29166666666666663,0.16666666666666666,0.22916666666666666,0.3125,0.2708333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3C8JI69WPTKWH,10-2,10.0,2000.0,0.9583333333333333,0.9791666666666666,0.8125,0.8958333333333333,0.9166666666666666,0.8541666666666667,0.8541666666666666,0.8541666666666666,0.9166666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3CE7DTHIB76UK,10-2,10.0,2000.0,0.6458333333333334,0.625,0.4375,0.45833333333333337,0.5208333333333334,0.4583333333333333,0.5208333333333334,0.5625,0.5416666666666667,0.3541666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3G55RJTW3BSGM,10-2,10.0,2000.0,0.22916666666666663,0.22916666666666669,0.2708333333333333,0.35416666666666663,0.4375,0.41666666666666663,0.6458333333333334,0.6666666666666666,0.8958333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3GC5Q5CLI4NWZ,10-2,10.0,2000.0,0.875,0.7916666666666666,0.8541666666666666,0.7291666666666667,0.8333333333333334,0.8125,0.75,0.75,0.875,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3J55BJGV95JKH,10-2,10.0,2000.0,0.041666666666666664,0.041666666666666664,0.16666666666666669,0.3125,0.7708333333333333,0.75,0.75,0.8541666666666666,0.8125,0.8958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3MJQ51KN9CMQ4,10-2,10.0,2000.0,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5416666666666667,0.5208333333333333,0.6041666666666666,0.5833333333333333,0.5416666666666667,0.5,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3MOL1L9V4BUGH,10-2,10.0,2000.0,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.5625,0.5208333333333333,0.6875,0.6041666666666666,0.6041666666666667,0.625,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3NAONPCTVT6P1,10-2,10.0,2000.0,0.625,0.6041666666666666,0.7291666666666666,0.6458333333333333,0.6041666666666667,0.6666666666666666,0.6875,0.6458333333333333,0.5416666666666666,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PJY7THMUIR4M,10-2,10.0,2000.0,0.4166666666666667,0.5555555555555556,0.5277777777777778,0.4444444444444444,0.3888888888888889,0.36111111111111116,0.4444444444444445,0.638888888888889,0.5555555555555556,0.7222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3VV3MW68CALXS,10-2,10.0,2000.0,0.375,0.5,0.3958333333333333,0.3958333333333333,0.3541666666666667,0.4375,0.4583333333333333,0.375,0.2708333333333333,0.3958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A489K1IFOM4JW,10-2,10.0,2000.0,0.5416666666666666,0.6875,0.6666666666666666,0.7083333333333333,0.6041666666666667,0.625,0.6875,0.6666666666666666,0.6875,0.6041666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A49HPQ9P5AHU4,10-2,10.0,2000.0,0.7916666666666667,0.7916666666666666,0.45833333333333337,0.375,0.625,0.75,0.7083333333333333,0.7916666666666667,0.875,0.9166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55MEA9LQASZH,10-2,10.0,2000.0,0.6041666666666667,0.4375,0.4375,0.625,0.625,0.5208333333333334,0.6666666666666666,0.6458333333333334,0.5625,0.7291666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5P12YJP805RG,10-2,10.0,2000.0,0.3541666666666667,0.3125,0.16666666666666666,0.25,0.3125,0.5416666666666666,0.625,0.8125,0.8958333333333333,0.9583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5TWD5QD99GZY,10-2,10.0,2000.0,0.8958333333333334,0.8541666666666666,0.875,0.6458333333333333,0.6458333333333334,0.7291666666666667,0.8958333333333333,0.9375,0.9166666666666666,0.9791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A63UHNWYOV5LE,10-2,10.0,2000.0,0.3333333333333333,0.38888888888888884,0.25,0.3055555555555556,0.2222222222222222,0.25,0.3333333333333333,0.2222222222222222,0.25,0.19444444444444442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP8U373W5Q54,10-2,10.0,2000.0,0.7916666666666667,0.7916666666666666,0.7708333333333334,0.7083333333333333,0.8333333333333334,0.625,0.7708333333333334,0.7083333333333334,0.6458333333333333,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK2PMO5I7OCEK,10-2,10.0,2000.0,0.625,0.6666666666666667,0.5625,0.6875,0.6041666666666667,0.6041666666666666,0.6041666666666666,0.625,0.5833333333333333,0.7916666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKNU5D6QK7M72,10-2,10.0,2000.0,0.6041666666666667,0.7291666666666667,0.6041666666666666,0.6666666666666666,0.5625,0.4166666666666667,0.5625,0.5833333333333334,0.6875,0.7291666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO5FQ7GY8DTR8,10-2,10.0,2000.0,0.375,0.6666666666666667,0.41666666666666663,0.3333333333333333,0.4583333333333333,0.29166666666666663,0.5,0.41666666666666663,0.25,0.33333333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIWYNIH12MLF,10-2,10.0,2000.0,0.6041666666666667,0.6666666666666666,0.5833333333333333,0.4166666666666667,0.5208333333333334,0.5208333333333334,0.5833333333333334,0.4375,0.5833333333333334,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS4FVWL91C6HR,10-2,10.0,2000.0,0.8541666666666666,0.6875,0.625,0.75,0.6875,0.7291666666666667,0.6458333333333334,0.5208333333333333,0.7291666666666666,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWJKR5GA7BS7V,10-2,10.0,2000.0,0.5208333333333333,0.5625,0.5,0.5833333333333334,0.6041666666666667,0.5,0.6666666666666667,0.4583333333333333,0.5625,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ69TBTDH7AZS,10-2,10.0,2000.0,0.29166666666666663,0.1875,0.16666666666666666,0.14583333333333331,0.3541666666666667,0.39583333333333337,0.6875,0.8125,0.9583333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ8NNCT4AODDN,10-2,10.0,2000.0,0.5416666666666666,0.5833333333333333,0.5,0.41666666666666663,0.5833333333333333,0.5,0.5416666666666667,0.5416666666666667,0.7083333333333333,0.5416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10JXOU89D5RXR,20-1,20.0,1000.0,0.5625,0.4166666666666667,0.2708333333333333,0.2708333333333333,0.3541666666666667,0.20833333333333331,0.14583333333333331,0.20833333333333331,0.22916666666666666,0.16666666666666666,0.20833333333333331,0.1875,0.2708333333333333,0.29166666666666663,0.25,0.375,0.39583333333333337,0.5833333333333334,0.75,0.9583333333333333,,,,,,,,,,,,,,,,,,,,
A111FTKAAJ5UMC,20-1,20.0,1000.0,0.6458333333333334,0.625,0.6041666666666667,0.5,0.5208333333333334,0.625,0.4375,0.625,0.5833333333333333,0.5416666666666666,0.45833333333333337,0.5833333333333334,0.5208333333333333,0.5208333333333334,0.5625,0.5208333333333333,0.4583333333333333,0.5625,0.5208333333333334,0.4375,,,,,,,,,,,,,,,,,,,,
A11EZAV2HRYKD5,20-1,20.0,1000.0,0.5625,0.5833333333333334,0.6875,0.7083333333333334,0.7291666666666667,0.6458333333333333,0.6875,0.6458333333333334,0.6458333333333334,0.6666666666666666,0.5,0.625,0.7291666666666666,0.6458333333333334,0.625,0.6666666666666666,0.6041666666666666,0.625,0.6041666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,
A157L6Z8QU3SDE,20-1,20.0,1000.0,0.39583333333333337,0.3125,0.20833333333333334,0.1875,0.14583333333333331,0.10416666666666666,0.0625,0.25,0.22916666666666666,0.16666666666666666,0.1875,0.29166666666666663,0.2916666666666667,0.22916666666666666,0.3125,0.35416666666666663,0.5,0.5833333333333334,0.8958333333333334,0.9791666666666666,,,,,,,,,,,,,,,,,,,,
A16GIPTDMJAFTK,20-1,20.0,1000.0,0.4791666666666667,0.6041666666666667,0.5,0.3958333333333333,0.4375,0.3333333333333333,0.45833333333333337,0.45833333333333337,0.5,0.3541666666666667,0.4375,0.35416666666666663,0.5208333333333334,0.3541666666666667,0.3541666666666667,0.375,0.4166666666666667,0.5833333333333334,0.4791666666666667,0.4791666666666667,,,,,,,,,,,,,,,,,,,,
A17R7WX5B0CKK6,20-1,20.0,1000.0,0.5625,0.5833333333333334,0.5208333333333333,0.5625,0.5833333333333334,0.5833333333333333,0.4166666666666667,0.5833333333333334,0.5416666666666667,0.625,0.45833333333333337,0.5,0.5208333333333333,0.5416666666666666,0.625,0.5625,0.3333333333333333,0.6458333333333334,0.5625,0.7083333333333333,,,,,,,,,,,,,,,,,,,,
A17WB66BXX4R0J,20-1,20.0,1000.0,0.6458333333333334,0.6458333333333334,0.5,0.375,0.3541666666666667,0.45833333333333337,0.5,0.39583333333333337,0.4166666666666667,0.375,0.4375,0.3125,0.3958333333333333,0.35416666666666663,0.3541666666666667,0.375,0.6458333333333334,0.4375,0.45833333333333337,0.4791666666666667,,,,,,,,,,,,,,,,,,,,
A19QRXLWV5GKXN,20-1,20.0,1000.0,0.4791666666666667,0.45833333333333337,0.3958333333333333,0.375,0.3541666666666667,0.3333333333333333,0.3125,0.3125,0.41666666666666663,0.29166666666666663,0.4583333333333333,0.4166666666666667,0.22916666666666666,0.3541666666666667,0.39583333333333337,0.3541666666666667,0.4166666666666667,0.375,0.45833333333333337,0.4375,,,,,,,,,,,,,,,,,,,,
A1CKIYN01NV9GJ,20-1,20.0,1000.0,0.08333333333333333,0.0,0.0,0.125,0.125,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.25,0.20833333333333331,0.125,0.08333333333333333,0.25,0.3333333333333333,0.5,0.5,0.6666666666666667,0.5,0.7916666666666667,1.0,,,,,,,,,,,,,,,,,,,,
A1HLDOM6JTYYI2,20-1,20.0,1000.0,0.8125,0.7291666666666666,0.6458333333333334,0.5208333333333334,0.3541666666666667,0.2916666666666667,0.20833333333333331,0.041666666666666664,0.16666666666666666,0.10416666666666666,0.22916666666666666,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.16666666666666666,0.29166666666666663,0.5,0.7083333333333334,0.8958333333333333,,,,,,,,,,,,,,,,,,,,
A1HR8IRDC07FO9,20-1,20.0,1000.0,0.45833333333333337,0.4375,0.5,0.35416666666666663,0.4791666666666667,0.3541666666666667,0.4583333333333333,0.4375,0.3333333333333333,0.3125,0.3125,0.3333333333333333,0.4375,0.375,0.3125,0.3541666666666667,0.2708333333333333,0.3125,0.33333333333333337,0.33333333333333337,,,,,,,,,,,,,,,,,,,,
A1J6CZ176U6GDT,20-1,20.0,1000.0,0.7291666666666667,0.5833333333333334,0.5,0.4791666666666667,0.6458333333333334,0.3958333333333333,0.6458333333333334,0.47916666666666663,0.5625,0.35416666666666663,0.39583333333333337,0.4375,0.5,0.4583333333333333,0.47916666666666663,0.41666666666666663,0.5208333333333334,0.4583333333333333,0.5833333333333334,0.7708333333333333,,,,,,,,,,,,,,,,,,,,
A1J9VZ372FV2QZ,20-1,20.0,1000.0,0.5833333333333333,0.41666666666666663,0.4375,0.5625,0.4583333333333333,0.45833333333333337,0.45833333333333337,0.4791666666666667,0.5416666666666666,0.47916666666666663,0.4166666666666667,0.45833333333333337,0.4375,0.3958333333333333,0.5,0.39583333333333337,0.4375,0.3333333333333333,0.4375,0.45833333333333337,,,,,,,,,,,,,,,,,,,,
A1JI19KPIVNL3Y,20-1,20.0,1000.0,0.7916666666666667,0.625,0.4791666666666667,0.45833333333333337,0.3125,0.3125,0.3125,0.1875,0.16666666666666666,0.2916666666666667,0.14583333333333331,0.25,0.20833333333333331,0.22916666666666666,0.20833333333333331,0.22916666666666666,0.22916666666666666,0.2916666666666667,0.5,0.6458333333333333,,,,,,,,,,,,,,,,,,,,
A1KH9VI2D0V43B,20-1,20.0,1000.0,0.625,0.4583333333333333,0.39583333333333337,0.5208333333333334,0.5833333333333333,0.3958333333333333,0.5625,0.4166666666666667,0.4166666666666667,0.4375,0.4166666666666667,0.5208333333333334,0.5208333333333334,0.4583333333333333,0.4166666666666667,0.39583333333333337,0.375,0.5,0.3958333333333333,0.5416666666666666,,,,,,,,,,,,,,,,,,,,
A1LJ4WAEDGELVL,20-1,20.0,1000.0,0.7083333333333333,0.6666666666666666,0.41666666666666663,0.5,0.375,0.29166666666666663,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.20833333333333331,0.125,0.3333333333333333,0.20833333333333331,0.25,0.125,0.33333333333333337,0.16666666666666666,0.6666666666666667,0.875,0.9166666666666666,,,,,,,,,,,,,,,,,,,,
A1OOCYEFLAJD98,20-1,20.0,1000.0,0.7708333333333333,0.47916666666666663,0.4166666666666667,0.22916666666666666,0.22916666666666666,0.125,0.22916666666666666,0.14583333333333331,0.12499999999999999,0.20833333333333334,0.14583333333333331,0.22916666666666669,0.16666666666666666,0.2916666666666667,0.3125,0.75,0.7916666666666666,0.8125,0.9166666666666666,0.9166666666666666,,,,,,,,,,,,,,,,,,,,
A1OW27AZS122X2,20-1,20.0,1000.0,0.5833333333333334,0.5,0.375,0.35416666666666663,0.3958333333333333,0.25,0.3333333333333333,0.25,0.29166666666666663,0.22916666666666666,0.35416666666666663,0.3125,0.39583333333333337,0.29166666666666663,0.3541666666666667,0.39583333333333337,0.375,0.41666666666666663,0.4791666666666667,0.5625,,,,,,,,,,,,,,,,,,,,
A1R5JNC2LO6X1S,20-1,20.0,1000.0,0.7083333333333334,0.6041666666666667,0.8125,0.75,0.7083333333333334,0.6875,0.7708333333333333,0.7291666666666667,0.7083333333333333,0.6041666666666667,0.6666666666666667,0.7708333333333334,0.6458333333333334,0.5833333333333334,0.6458333333333334,0.625,0.6041666666666666,0.625,0.7708333333333333,0.7083333333333334,,,,,,,,,,,,,,,,,,,,
A1SUTNVLSFPXFK,20-1,20.0,1000.0,0.4375,0.35416666666666663,0.5,0.4166666666666667,0.4166666666666667,0.4375,0.5416666666666667,0.39583333333333337,0.5416666666666666,0.3333333333333333,0.5,0.375,0.39583333333333337,0.5416666666666667,0.35416666666666663,0.35416666666666663,0.4583333333333333,0.35416666666666663,0.4375,0.5416666666666666,,,,,,,,,,,,,,,,,,,,
A1V91Z2CQKMR55,20-1,20.0,1000.0,0.08333333333333333,0.125,0.0,0.1875,0.22916666666666666,0.2708333333333333,0.22916666666666666,0.1875,0.16666666666666666,0.1875,0.125,0.08333333333333333,0.1875,0.20833333333333331,0.18749999999999997,0.375,0.45833333333333337,0.6666666666666667,0.75,0.9166666666666666,,,,,,,,,,,,,,,,,,,,
A1YFL5HXPZ7MVV,20-1,20.0,1000.0,0.4166666666666667,0.29166666666666663,0.4375,0.41666666666666663,0.3541666666666667,0.375,0.3125,0.39583333333333337,0.39583333333333337,0.39583333333333337,0.33333333333333337,0.3541666666666667,0.375,0.22916666666666666,0.47916666666666663,0.4375,0.4166666666666667,0.25,0.3958333333333333,0.4375,,,,,,,,,,,,,,,,,,,,
